LaboratoryName,PrimeAddress,City,State,Country,,,,,,,,,,,,,,,,,,
MATRIX METERS Q.A. LAB,"PLOT-409, UK-II, ECOTECH-III",Greater Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"MATS LAB , MAHLE ANAND THERMAL SYSTEMS PRIVATE LIMITED","GAT NO. 626/1/2 & 622/1/0, 29, MILESTONE, PUNE NASHIK HIGHWAY, VILLAGE - KURULI",Pune,Maharashtra,India,,,,,,,,,,,,,,,,,,
MAXWELL INDIA,"F-946 (D), ROAD NO.-14, VISHWAKARMA INDUSTRIAL AREA",Jaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,
MEGHA POWER SOLUTIONS,"GROUND FLOOR,SAI GANESH BLDG, THANE",Kalyan,Maharashtra,India,,,,,,,,,,,,,,,,,,
"METER LAB, TP AJMER DISTRIBUTION LIMITED","PARBATPURA POWER HOUSE, RIICO INDUSTRIAL AREA, PARBATPURA",Ajmer,Rajasthan,India,,,,,,,,,,,,,,,,,,
"METER MANAGEMENT GROUP LABORATORY, TATA POWER DELHI DISTRIBUTION LIMITED","LAWRENCE ROAD, KESHAVPURAM",New Delhi,Delhi,India,,,,,,,,,,,,,,,,,,
METER TESTING AND CALIBRATION LABORATORY,"THE TATA POWER COMPANY LIMITED, DHARAVI RECEIVING STATION, MATUNGA",Mumbai,Maharashtra,India,,,,,,,,,,,,,,,,,,
METER TESTING LABORATORY,TP SOUTHERN ODISHA DISTRIBUTION LIMITED (TPSODL),Brahmapur,Odisha,India,,,,,,,,,,,,,,,,,,
METER TESTING LABORATORY- TMR SHORANUR,"TMR DIVISION, KSEB, KALLIPPADOM, SHORANUR",Palakkad,Kerala,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY TPWODL, BALANGIR",PALACE LINE,Balangir,Odisha,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY TPWODL, RAJGANGPUR",WESCO COLONY,Raj Gangpur,Odisha,India,,,,,,,,,,,,,,,,,,
METER TESTING LABORATORY UHBVN,"132 KV POWER HOUSE COLONY, JIND ROAD",Kaithal,Haryana,India,,,,,,,,,,,,,,,,,,
METER TESTING LABORATORY UHBVN YAMUNANAGAR,PATEL NAGAR,Yamunanagar,Haryana,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIMITED",AMLI,Silvassa,Dadra and Nagar Haveli,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, DHBVN","SARHAUL MORE, SECTOR 18",Gurgaon,Haryana,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, ISKRAEMECO INDIA PVT. LTD","PLOT NO. 2, KONGARA KALAN, RANGAREDDY",Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, RRVPNL","132 KV GSS CHAMBAL PREMISES, HAWA SADAK, CIVIL LINES, SODALA",Jaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, RRVPNL, UDAIPUR","132 KV GSS PREMISES, PRATAPNAGAR",Udaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, TATA POWER DELHI DISTRIBUTION LIMITED","4/13, SUBSTATION BUILDING, SECTOR-13, ROHINI, DISTRICT-NORTH WEST",New Delhi,Delhi,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, TMR DIVISION, ANGAMALY","KERALA STATE ELECTRICITY BOARD LTD, ANGAMALY SOUTH P.O.",Ernakulam,Kerala,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, TMR KANNUR","MANGATTUPARAMBA, KANNUR UNIVERSITY P. O",Kannur,Kerala,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, TORRENT POWER LIMITED","NARANPURA ZONAL OFFICE PREMISES, SOLA ROAD",Ahmedabad,Gujarat,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, TORRENT POWER LIMITED","PATEL BUILDING, GROUND FLOOR, OSWAL WADI, OLD AGRA ROAD",Bhiwandi,Maharashtra,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, TORRENT POWER LIMITED","Vastadevdi Station, Vastadevdi Road, Katargam",Surat,Gujarat,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, TPWODL",BURLA,Sambalpur,Odisha,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, UHBVN","POWER HOUSE COMPLEX, DHULKOTE",Ambala,Haryana,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, UHBVN","POWER HOUSE COMPLEX, KUNJPURA ROAD",Karnal,Haryana,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, UHBVN, ROHTAK",OLD POWER HOUSE COLONY,Rohtak,Haryana,India,,,,,,,,,,,,,,,,,,
"METER TESTING LABORATORY, UPCL",PHOOLCHOR,Haldwani,Uttarakhand,India,,,,,,,,,,,,,,,,,,
"METROLOGICAL LABORATORY, GENUS POWER INFRASTRUCTURES LIMITED","UNIT 2, PLOT NO. 104, BRAHMAPUTRA INDUSTRIAL PARK, AMINGAON",Guwahati,Assam,India,,,,,,,,,,,,,,,,,,
MFR ELECTRONICS TEST LABORATORY,"UNIT NO 40, SDF II, SEEPZ (SEZ) ANDHERI (EAST)",Mumbai,Maharashtra,India,,,,,,,,,,,,,,,,,,
MGVCL HI-TECH LABORATORY,66 KV VIDYUT NAGAR S/S COMPOUND O P ROAD,Vadodara,Gujarat,India,,,,,,,,,,,,,,,,,,
"MICRO, SMALL & MEDIUM ENTERPRISES - TESTING CENTRE","111 & 112, B. T. ROAD",Kolkata,West Bengal,India,,,,,,,,,,,,,,,,,,
MICROLAB,"D25, AMBATTUR INDUSTRIAL ESTATE",Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
MILESTONE ENGINEERING SERVICES,"PLOT NO. 1, 2, CHHATRAL INDUSTRIAL ESTATE, CHHATRAL-PANSAR ROAD, VADAVSVAMI VILLAGE",Gandhinagar,Gujarat,India,,,,,,,,,,,,,,,,,,
MITSUI CHEMICALS INDIA PRIVATE LIMITED.(SOLAR PV LAB),"PLOT NO. 5 AND 6, SWASTIK INDUSTRIAL ESTATE, VILL.SARI, TAL.SANAND",Ahmedabad,Gujarat,India,,,,,,,,,,,,,,,,,,
MODERN INSULATORS TESTING LAB,"TALHATI, VILLAGE- KAROLI",Abu Road,Rajasthan,India,,,,,,,,,,,,,,,,,,
MODERN MALLEABLES LIMITED (LABORATORY SERVICES),"75/5, RABINDRA SARANI, LILUAH",Howrah,West Bengal,India,,,,,,,,,,,,,,,,,,
MODERN TESTING SERVICES (INDIA) PVT. LTD,"A-95 ,SECTOR 58, NOIDA",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"MODULE RELIABILITY LABORATORY, MUNDRA SOLAR ENERGY LIMITED",MUNDRA SOLAR TECHNOPARK PRIVATE LIMITED ELECTRONICS MANUFACTURING CLUSTER EMC SURVEY NO. 180P VILLAGE: VANDH & TUNDAADANI PORTS AND SPECIAL ECONOMIC ZONE,Mundra,Gujarat,India,,,,,,,,,,,,,,,,,,
"MOSDORFER INDIA PVT LTD., QUALITY AND TESTING LABORATORY","GAT NO. 196/1 & 2, GONDE DUMALA, GONDE MIDC, TALUKA IGATPURI",Nashik,Maharashtra,India,,,,,,,,,,,,,,,,,,
"MPS ELECTRICAL TEST LABORATORY, SCHNEIDER ELECTRIC INDIA PRIVATE LIMITED","MYSORE CAMPUS, KIADB INDUSTRIAL AREA, HEBBAL, HOOTAGALLI",Mysuru,Karnataka,India,,,,,,,,,,,,,,,,,,
MRT RESEARCH INSTITUTE PRIVATE LIMITED,"TERI GRAM, GWAL PAHARI, P.O SAMSATHIPUR, GURGAON-FARIDABAD ROAD",Gurgaon,Haryana,India,,,,,,,,,,,,,,,,,,
MSEDCL TESTING AND QUALITY ASSURANCE LABORATORY,"PLOT NO. AM-8, SUBSTATION NO.2, ROAD NO. 16A, AMBIKA NAGAR, WAGLE ESTATE",Thane,Maharashtra,India,,,,,,,,,,,,,,,,,,
MSME TESTING CENTRE,"KURLA - ANDHERI ROAD, SAKINAKA",Mumbai,Maharashtra,India,,,,,,,,,,,,,,,,,,
MSME TESTING CENTRE,"65/1, G.S.T ROAD, GUINDY",Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
MURLITEK TECHNOLOGY LLP,"179, KAMI ROAD",Sonipat,Haryana,India,,,,,,,,,,,,,,,,,,
NAMAH TESTING & RESEARCH INSTITUTE LLP,"NH-91, G.T. ROAD",Khurja,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
NASHIK ENGINEERING CLUSTER,"""SAHASTRARASHMI"", C-10, MIDC, AMBAD",Nashik,Maharashtra,India,,,,,,,,,,,,,,,,,,
NATIONAL AUTOMOTIVE TEST TRACKS (NATRAX),"AGRA-MUMBAI HIGHWAY (NH-52), POST-KHANDWA",Dhar,Madhya Pradesh,India,,,,,,,,,,,,,,,,,,
"NATIONAL CENTRE FOR AUTOMOTIVE TESTING (NCAT), VEHICLES RESEARCH AND DEVELOPMENT ESTABLISHMENT (VRDE)","MINISTRY OF DEFENCE, DEFENCE RESEARCH AND DEVELOPMENT ORGANISATION, VAHANNAGAR",Ahmednagar,Maharashtra,India,,,,,,,,,,,,,,,,,,
NATIONAL HIGH POWER TEST LABORATORY PVT. LTD.,"POWERGRID COMPLEX, 765/400KV S/S, KHIMLASA ROAD",Bina-Etawa,Madhya Pradesh,India,,,,,,,,,,,,,,,,,,
NATIONAL RESEARCH AND TECHNOLOGY CONSORTIUM (C-ACT),"DEPARTMENT OF INDUSTRIES COMPLEX, SECTOR-1",Parwanoo,Himachal Pradesh,India,,,,,,,,,,,,,,,,,,
NATIONAL TEST HOUSE (EASTERN REGION),"BLOCK CP, SECTOR V, SALT LAKE",Kolkata,West Bengal,India,,,,,,,,,,,,,,,,,,
NATIONAL TEST HOUSE (EASTERN REGION),"11/1, JUDGES COURT ROAD, ALIPORE",Kolkata,West Bengal,India,,,,,,,,,,,,,,,,,,
NATIONAL TEST HOUSE (NR),KAMLA NEHRU NAGAR,Ghaziabad,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
NATIONAL TEST HOUSE (SR),"CSIR ROAD, TARAMANI",Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
NATIONAL TEST HOUSE (WR),"PLOT NO. F-10, MIDC, MAROL, ANDHERI (EAST)",Mumbai,Maharashtra,India,,,,,,,,,,,,,,,,,,
NEMKO INDIA (TEST LAB) PRIVATE LIMITED,"PLOT NO. 193, SECTOR 68, IMT FARIDABAD",Faridabad,Haryana,India,,,,,,,,,,,,,,,,,,
NEWLECTRIC INNOVATION PRIVATE LIMITED METERING LAB,"PLOT NO. 22, IP-IV, BEGUMPUR INDUSTRIAL AREA, BAHADARABAD",Haridwar,Uttarakhand,India,,,,,,,,,,,,,,,,,,
NEXGEN QA LAB,"F-38, IT-PARK, MEWAR INDUSTRIAL AREA - EXTENSION, MADRI",Udaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,
NEXTRON INTERNATIONAL LAB PRIVATE LIMITED,"G-45, POCKET-C, SECTOR-4, BAWANA",New Delhi,Delhi,India,,,,,,,,,,,,,,,,,,
"NICCO CABLES PRIVATE LIMITED, TESTING LABORATORY","SHYAMNAGAR UNIT, 71 EAST GHOSH PARA ROAD",Barrackpore,West Bengal,India,,,,,,,,,,,,,,,,,,
NIIRT CALIBRATION AND TESTING PRIVATE LIMITED,"PLOT NO. 306, INDUSTRIAL AREA, PHASE 1",Panchkula,Haryana,India,,,,,,,,,,,,,,,,,,
NIRMAL POWER SERVICES PRIVATE LIMITED,"SHOP NO. 109/110, WING 1, EKDANT APARTMENT, GANESH NAGRI, KORADI ROAD, BOKHARA",Koradi,Maharashtra,India,,,,,,,,,,,,,,,,,,
"NSIC-TECHNICAL SERVICES CENTRE, THE NATIONAL SMALL INDUSTRIES CORPORATION LIMITED (A GOVT. OF INDIA ENTERPRISE)","AJI INDUSTRIAL AREA, BHAVNAGAR ROAD",Rajkot,Gujarat,India,,,,,,,,,,,,,,,,,,
NUCON AEROSPACE PRIVATE LIMITED (ENVIRONMENTAL TESTING LABORATORY),"SURVEY NO. 523, PLOT NO.1/1 & 1/2 NADERGUL, SAROOR NAGAR, INDL. PARK, NADERGUL (V)",Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,
O/E/N INDIA LIMITED-LAB,"ELECTROGIRI, MULANTHURUTHY",Ernakulam,Kerala,India,,,,,,,,,,,,,,,,,,
OASYS CYBERNETICS PRIVATE LIMITED,"TRICHY-THURAIYUR MAIN ROAD, PULIVALAM VILLAGE, MUSIRI TALUK",Thiruchirapalli,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
"OFC TESTING LAB, POLYCAB INDIA LIMITED","PLOT NO. 13, 15, 16A, 16B, HALOL VADODARA ROAD",Halol,Gujarat,India,,,,,,,,,,,,,,,,,,
"OFC TESTING LABORATORY, BIRLA CABLE LIMITED, UDYOG VIHAR, P.O. CHORHATA,
REWA, MADHYA PRADESH, INDIA","UDYOG VIHAR, P.O. CHORHATA",Rewa,Madhya Pradesh,India,,,,,,,,,,,,,,,,,,
"OFC UNIT - TESTING LABORATORY, VINDHYA TELELINKS LIMITED","PLOT NO. 1C & 1D, UDYOG VIHAR",Rewa,Madhya Pradesh,India,,,,,,,,,,,,,,,,,,
OIL AND DIAGNOSTIC TESTING LABORATORY,"ODTL 220 KV SUBSTATION, FEROZPUR ROAD, BRS NAGAR",Ludhiana,Punjab,India,,,,,,,,,,,,,,,,,,
OLG'S TEST LABS,"ONLOAD GEARS PRIVATE LIMITED (UNIT 1), NO 338 SIDCO ESTATE, AMBATTUR",Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
OORJA TECHNICAL SERVICES PRIVATE LIMITED,"501-503, 520 BLOCK MS1-A NEW SIYAGANJ",Indore,Madhya Pradesh,India,,,,,,,,,,,,,,,,,,
ORIENT ELECTRICAL TESTING LABORATORY,"D-209, SECTOR-63",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"ORIENT ELECTRICAL TESTING LABORATORY, INNOVATION CENTRE","PLOT NO. 11, MATHURA ROAD, SECTOR 6",Faridabad,Haryana,India,,,,,,,,,,,,,,,,,,
"ORIENTAL ELECTRICAL COMPONENTS PRIVATE LIMITED, TESTING LABORATORY","GANESH NAGAR, PLOT NO.75 A/B, GOVERNMENT INDUSTRIAL AREA, CHARKOP, KANDIVALI WEST",Mumbai,Maharashtra,India,,,,,,,,,,,,,,,,,,
ORIENTAL ELECTROTECH PRIVATE LIMITED,"PLOT NO. C-124C, ROAD NO. 9A, VISHWAKARMA INDUSTRIAL AREA",Jaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,
PASPL-ESS LAB,"GF - PLOT 18, KIADB HI TECH DEFENSE AND AEROSPACE PARK (HARDWARE SECTOR), MAHADEVAKODIGEHALLI VILLAGE",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
"PERFORMANCE & SAFETY LAB, DIXON TECHNOLOGIES (INDIA) LIMITED","PLOT NO. C-2/1, SELAQUI INDUSTRIAL AREA",Dehradun,Uttarakhand,India,,,,,,,,,,,,,,,,,,
PERFORMANCE TESTING LAB - VOLTBEK HOME APPLIANCES PRIVATE LIMITED,"PLOT NO. SM/12+SM/51/1/2, SANAND-II INDUSTRIAL ESTATE",Sanand,Gujarat,India,,,,,,,,,,,,,,,,,,
"PERFORMANCE TESTING LABORATORY, GEMCARE APPLIANCES PRIVATE LIMITED","SURVEY NO. 285, 286, 287, 288",Halol,Gujarat,India,,,,,,,,,,,,,,,,,,
"PERMALI WALLACE PRIVATE LIMITED, TESTING LABORATORY",HOSHANGABAD ROAD,Bhopal,Madhya Pradesh,India,,,,,,,,,,,,,,,,,,
PGVCL METER HI-TECH LABORATORY,"PASCHIM GUJARAT VIJ CO. LTD., DUDHSAGAR ROAD",Rajkot,Gujarat,India,,,,,,,,,,,,,,,,,,
PHOENIX CONTACT (INDIA) PVT. LTD,A 58/2 OKHLA INDUSTRIAL AREA PHASE 2,New Delhi,Delhi,India,,,,,,,,,,,,,,,,,,
PHOTOVOLTAIC LABORATORY - RENEWSYS INDIA PVT. LTD.,"PLOT NO. 21,22 & 23. BOMMASANDRA JIGANI LINK ROAD, INDUSTRIAL AREA",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
"PHOTOVOLTAIC TESTING LABORATORY, NAVITAS ALPHA RENEWABLES PRIVATE LIMITED","PLOT NO. B-20/1, ROAD NO. 14, HOZIWALA INDUSTRIAL ESTATE, TA- CHORASI",Surat,Gujarat,India,,,,,,,,,,,,,,,,,,
"PIRANA MATERIAL TESTING LABORATORY, TORRENT POWER LIMITED","132 kV PIRANA SUBSTATION, OLD PIRANA OCTROI NAKA, NAROL-SARKEJ ROAD",Ahmedabad,Gujarat,India,,,,,,,,,,,,,,,,,,
PLANET ELECTRO LABS PRIVATE LIMITED,"WZ-407/B-1, BASAI DARAPUR",New Delhi,Delhi,India,,,,,,,,,,,,,,,,,,
"PLASTIC TESTING CENTRE, CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING AND TECHNOLOGY (CIPET)","G SECTOR, J. K. ROAD, GOVINDPURA INDUSTRIAL AREA",Bhopal,Madhya Pradesh,India,,,,,,,,,,,,,,,,,,
"PLASTICS TESTING CENTRE, CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY","TVK INDUSTRIAL AREA, GUINDY",Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
POLARIS SMART METERING LAB,"F-789 A, ROAD NO. 13, VKI AREA",Jaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,
"POLYMER TESTING LABORATORY, CIPET:SARP-APDDRL","PLOT NO.- 7P, HI TECH DEFENCE & AEROSPACE PARK (IT SECTOR)",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
"POWER BUSBAR TESTING LABORATORY, C&S ELECTRIC LIMITED","INTEGRATED INDUSTRIAL ESTATE, PLOT NO. 1C, SECTOR-8C, SIDCUL, RANIPUR",Haridwar,Uttarakhand,India,,,,,,,,,,,,,,,,,,
"POWER CABLE TEST LABORATORY, POLYCAB INDIA LIMITED","67-72, 75-76, 102-106, 116/2, VILLAGE NURPURA",Halol,Gujarat,India,,,,,,,,,,,,,,,,,,
"POWER CABLE TEST LABORATORY, POLYCAB INDIA LIMITED","RS. NO. 12P2, 13,15,16/A, 16/B, 17,18,19, 20P1,20P2, 21 TO 25, 26A, 26B, 30 TO 33, 34/1, 34/2, 34/3, 34/4, 65, 109, VILLAGE-RAMPURA & NOORPURA",Halol,Gujarat,India,,,,,,,,,,,,,,,,,,
POWER ELECTRONICAL - TRANSFORMER OIL TESTING LABORATORY,"D-24, CLASSIC INDUSTRIAL PREMISES",Nashik,Maharashtra,India,,,,,,,,,,,,,,,,,,
"POWER TRANSFORMER FACTORY - 2 TESTING LABORATORY, HITACHI ENERGY INDIA LIMITED","MANEJA WORKS, MANEJA",Vadodara,Gujarat,India,,,,,,,,,,,,,,,,,,
"POWER TRANSFORMER TESTING LABORATORIES, TRANSFORMERS & RECTIFIERS (INDIA) LTD","SURVEY NO. 427P/3-4 & 431P/1-2, SARKHEJ BAVLA HIGHWAY, POST:MORAIYA, TAL:SANAND",Ahmedabad,Gujarat,India,,,,,,,,,,,,,,,,,,
"POWERGRID ADVANCED RESEARCH AND TECHNOLOGY CENTRE (PARTEC), POWER GRID CORPORATION OF INDIA LIMITED","POWERGRID MANESAR COMPLEX, GWALIOR VILLAGE, PANCHGAON PO, TAORU ROAD, MANESAR",Gurgaon,Haryana,India,,,,,,,,,,,,,,,,,,
POWERONIC TEST & RESEARCH CENTRE PRIVATE LIMITED,"B-2/4, SITE-B, FIRST FLOOR, UPSIDC, SURAJPUR INDUSTRIAL AREA",Greater Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
PREMIER EVOLVICS PRIVATE LIMITED - TESTING LABORATORY,"SF NO. 79/6, KULATHUR ROAD",Coimbatore,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
PRICOL ENGINEERING INDUSTRIES PRIVATE LIMITED (Testing Laboratory),"SF.NO.455/1B, 455/2B, POOCHIYUR, NARASHIMANAICKEN PALAYAM",Coimbatore,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
PRODUCT EVALUATION LABORATORY,"PANASONIC LIFE SOLUTIONS INDIA PRIVATE LIMITED, UNIT-IV, 41/3, SILVER INDUSTRIAL ESTATE, PATALIA ROAD, BHIMPORE",Daman,Daman and Diu,India,,,,,,,,,,,,,,,,,,
PRODUCT RELIABILITY ASSURANCE LAB PRICOL LIMITED PLANT-1,"132, METTUPALAYAM (OOTY) MAIN ROAD",Coimbatore,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
"PRODUCT TESTING LABORATORY, CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY(CIPET)","UNIT OF CIPET:CSTS MADURAI, SIDCO INDUSTRIAL ESTATE,  K. PUDUR",Madurai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
"PRODUCT TESTING LABORATORY, EXIDE INDUSTRIES LIMITED","SURVEY NO. 246, CHICHURAKANAPALLI, SEVAKANAPALLI PANCHAYATH, HOSUR TALUK",Hosur,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
"PRODUCT TESTING LABORATORY, LG ELECTRONICS INDIA LIMITED","A-5, MIDC RANJANGAON",Shirur,Maharashtra,India,,,,,,,,,,,,,,,,,,
"PRODUCT TESTING LABORATORY, LG ELECTRONICS INDIA LTD. NOIDA, GREATER NOIDA","PLOT NO. 51, UDYOG VIHAR, SURAJPUR KASNA ROAD",Greater Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"PRODUCTION ENVIRONMENTAL TEST FACILITY (PETF), DETT, RESEARCH CENTRE IMARAT (RCI), DRDO","PRODUCTION ENVIRONMENTAL TESTING FACILITY (PETF), BUILDING NO: 0412, DETT, RESEARCH CENTRE IMARAT (RCI)",Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,
"PROTECTION AND METERING LABORATORY, ADANI POWER LIMITED","MUNDRA THERMAL POWER PLANT, VILLAGE: TUNDA AND SIRACHA, TALUKA: MUNDRA",Kutch,Gujarat,India,,,,,,,,,,,,,,,,,,
"PUMP TEST LAB, KSB LIMITED","Plot No. E-3 & E-4, Malegaon MIDC, Sinnar",Nashik,Maharashtra,India,,,,,,,,,,,,,,,,,,
"PUMP TESTING CENTRE, PUNJAB AGRICULTURAL UNIVERSITY",DEPARTMENT OF SOIL AND WATER ENGINEERING,Ludhiana,Punjab,India,,,,,,,,,,,,,,,,,,
PUMP TESTING LAB,"DEPARTMENT OF MECHANICAL ENGINEERING, GURU NANAK DEV ENGINEERING COLLEGE, GILL ROAD, GILL PARK",Ludhiana,Punjab,India,,,,,,,,,,,,,,,,,,
PURNIMA SOLAR TECHNOLOGIES PRIVATE LIMITED,"PLOT NO. 18, 1ST FLOOR, SECTOR 140A",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
PV MODULE TEST LAB - RENSERV GLOBAL PRIVATE LIMITED,"1ST & 2ND FLOOR, MANGAL TOWER, ADARSH NAGAR, GAURAV PATH, SECTOR-2, NAGAUR ROAD",Phalodi,Rajasthan,India,,,,,,,,,,,,,,,,,,
"PV MODULE TEST LABORATORY(PMTL), WAAREE ENERGIES LIMITED","SURVEY NO. 1934,1939,1941,1942, NH-48, DEGAM, CHIKHLI",Navsari,Gujarat,India,,,,,,,,,,,,,,,,,,
"PVC-LAB, MICROTEK INTERNATIONAL PRIVATE LIMITED","PLOT NO. 12, SECTOR 2, SOLAN",Parwanoo,Himachal Pradesh,India,,,,,,,,,,,,,,,,,,
"Q. A. LAB, ALLIED ENGINEERING WORKS LIMITED","M-11, BADLI INDUSTRIAL ESTATE, NORTH WEST",New Delhi,Delhi,India,,,,,,,,,,,,,,,,,,
"Q.A LAB, EPPELTONE ENGINEERS LTD.","G-91, SITE - V, UPSIDC, SURAJPUR",Greater Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"Q.A. LAB, AVON METERS PVT. LTD.","D-15-16-17, INDUSTRIAL FOCAL POINT",Dera Bassi,Punjab,India,,,,,,,,,,,,,,,,,,
"Q.A. LAB, BENTEC INDIA LIMITED","150, UPEN BANERJEE ROAD",Kolkata,West Bengal,India,,,,,,,,,,,,,,,,,,
"Q.A. LAB, BENTEC INDIA LIMITED","PLOT NO. 76, SECTOR 68, INDUSTRIAL MODEL TOWNSHIP",Faridabad,Haryana,India,,,,,,,,,,,,,,,,,,
"Q.A. LAB, FLASH ELECTRONICS (INDIA) PRIVATE LIMITED","PLOT NO. 3, 1ST FLOOR (ADMINISTRATIVE BLOCK), SECTOR-27B",Faridabad,Haryana,India,,,,,,,,,,,,,,,,,,
"Q.A. LAB, HOLLEY METERS INDIA LLP","VILLAGE-SAIDPURA, DERABASSI - BARWALA ROAD",Dera Bassi,Punjab,India,,,,,,,,,,,,,,,,,,
"Q.A. LAB, MAHASHAKTI ENERGY LTD.","A-8, FOCAL POINT, DABWALI ROAD",Bathinda,Punjab,India,,,,,,,,,,,,,,,,,,
"Q.A. LAB, MODERN TRANSFORMERS PVT. LTD.","D-97, BULANDSHAHAR ROAD, INDUSTRIAL AREA",Ghaziabad,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"Q.A. TEST LAB, RICHA EQUIPMENTS PVT. LTD.","ZB 5-6/487, ZULFE BENGAL, DILSHAD GARDEN",Delhi,Delhi,India,,,,,,,,,,,,,,,,,,
QA DEPARTMENT - TRACO CABLE COMPANY LIMITED,"JFTC FACTORY, CHUMATHRA",Thiruvalla,Kerala,India,,,,,,,,,,,,,,,,,,
QA LAB PARAMOUNT COMMUNICATIONS LTD.,"SP-30A, SP-30B & E31 RIICO INDUSTRIAL AREA, KHUSHKHERA",Bhiwadi,Rajasthan,India,,,,,,,,,,,,,,,,,,
QA LAB UNO MINDA LIMITED,"VILLAGE NAWADA FATEHPUR, P.O. SIKANDER PUR BADDA, MANESAR",Gurugram,Haryana,India,,,,,,,,,,,,,,,,,,
"QA LAB, TECH OVN PRIVATE LIMITED","57-58 KM MILE STONE, DELHI JAIPUR HIGHWAY NH-8 BAHODA KALAN",Gurgaon,Haryana,India,,,,,,,,,,,,,,,,,,
QC Lab-GEPDEC ENERGY PRIVATE LIMITED,"FIRST FLOOR, A-50, NOIDA LINK ROAD, SECTOR 67",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"QC LABORATORY, SWASTIKA STEEL & ALLIED PRODUCTS PRIVATE LIMITED","8/1, NUTANPARA ROAD, LILUAH",Howrah,West Bengal,India,,,,,,,,,,,,,,,,,,
QUALITEK LABS LIMITED,"C-40, SECTOR 57",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
QUALITEK LABS LIMITED,"PLOT NO . PAP-3/1,BLOCK-E, CHAKAN INDUSTRIAL AREA",Pune,Maharashtra,India,,,,,,,,,,,,,,,,,,
"QUALITY ASSURANCE AND R&D LABORATORY, TECHNO ELECTROMECH Private limited","RS NO. 858, SURESH TIMBER LANE, NH-8",Vadodara,Gujarat,India,,,,,,,,,,,,,,,,,,
"QUALITY ASSURANCE LABORATORY - EHV, KEI INDUSTRIES LIMITED","A-280/281/282/283/284, RIICO INDUSTRIAL AREA, CHOPANKI",Bhiwadi,Rajasthan,India,,,,,,,,,,,,,,,,,,
